Frame Number,Time Stamp (ms),Buffer Index
0,-9,0
1,59,0
2,91,0
3,140,0
4,191,0
5,241,0
6,291,0
7,341,0
8,391,0
9,442,0
10,492,0
11,541,0
12,591,0
13,641,0
14,693,0
15,741,0
16,792,0
17,842,0
18,891,0
19,941,0
20,991,0
21,1041,0
22,1092,0
23,1141,0
24,1192,0
25,1242,0
26,1291,0
27,1342,0
28,1392,0
29,1442,0
30,1492,0
31,1542,0
32,1592,0
33,1642,0
34,1691,0
35,1742,0
36,1792,0
37,1842,0
38,1892,0
39,1942,0
40,1993,0
41,2042,0
42,2092,0
43,2142,0
44,2192,0
45,2242,0
46,2293,0
47,2343,0
48,2393,0
49,2442,0
50,2492,0
51,2543,0
52,2593,0
53,2643,0
54,2693,0
55,2742,0
56,2792,0
57,2842,0
58,2893,0
59,2943,0
60,2993,0
61,3046,0
62,3093,0
63,3143,0
64,3193,0
65,3243,0
66,3293,0
67,3343,0
68,3393,0
69,3443,0
70,3493,0
71,3543,0
72,3593,0
73,3643,0
74,3693,0
75,3743,0
76,3793,0
77,3843,0
78,3893,0
79,3943,0
80,3994,0
81,4043,0
82,4093,0
83,4143,0
84,4193,0
85,4243,0
86,4294,0
87,4345,0
88,4395,0
89,4443,0
90,4494,0
91,4544,0
92,4594,0
93,4644,0
94,4694,0
95,4744,0
96,4794,0
97,4844,0
98,4894,0
99,4944,0
100,4994,0
101,5044,0
102,5095,0
103,5145,0
104,5194,0
105,5244,0
106,5294,0
107,5344,0
108,5394,0
109,5445,0
110,5495,0
111,5545,0
112,5594,0
113,5644,0
114,5695,0
115,5744,0
116,5795,0
117,5845,0
118,5895,0
119,5945,0
120,5994,0
121,6044,0
122,6094,0
123,6145,0
124,6195,0
125,6245,0
126,6296,0
127,6346,0
128,6394,0
129,6445,0
130,6495,0
131,6545,0
132,6595,0
133,6645,0
134,6696,0
135,6746,0
136,6795,0
137,6845,0
138,6895,0
139,6945,0
140,6996,0
141,7045,0
142,7096,0
143,7146,0
144,7196,0
145,7246,0
146,7295,0
147,7345,0
148,7395,0
149,7446,0
150,7496,0
151,7547,0
152,7596,0
153,7646,0
154,7695,0
155,7746,0
156,7796,0
157,7846,0
158,7896,0
159,7947,0
160,7996,0
161,8047,0
162,8096,0
163,8146,0
164,8196,0
165,8246,0
166,8297,0
167,8347,0
168,8397,0
169,8446,0
170,8496,0
171,8547,0
172,8596,0
173,8647,0
174,8697,0
175,8747,0
176,8797,0
177,8846,0
178,8896,0
179,8947,0
180,8997,0
181,9047,0
182,9098,0
183,9148,0
184,9197,0
185,9247,0
186,9297,0
187,9347,0
188,9397,0
189,9448,0
190,9498,0
191,9548,0
192,9598,0
193,9647,0
194,9698,0
195,9748,0
196,9798,0
197,9849,0
198,9898,0
199,9949,0
200,9998,0
201,10048,0
202,10098,0
203,10149,0
204,10198,0
205,10249,0
206,10298,0
207,10348,0
208,10398,0
209,10448,0
210,10498,0
211,10548,0
212,10599,0
213,10649,0
214,10698,0
215,10749,0
216,10798,0
217,10848,0
218,10898,0
219,10949,0
220,10999,0
221,11049,0
222,11099,0
223,11149,0
224,11199,0
225,11249,0
226,11299,0
227,11348,0
228,11399,0
229,11448,0
230,11499,0
231,11549,0
232,11599,0
233,11650,0
234,11699,0
235,11749,0
236,11799,0
237,11849,0
238,11899,0
239,11949,0
240,12000,0
241,12049,0
242,12099,0
243,12149,0
244,12199,0
245,12249,0
246,12300,0
247,12349,0
248,12400,0
249,12450,0
250,12499,0
251,12550,0
252,12600,0
253,12650,0
254,12700,0
255,12750,0
256,12800,0
257,12849,0
258,12899,0
259,12950,0
260,13001,0
261,13051,0
262,13100,0
263,13150,0
264,13199,0
265,13250,0
266,13300,0
267,13350,0
268,13400,0
269,13450,0
270,13501,0
271,13551,0
272,13600,0
273,13649,0
274,13700,0
275,13750,0
276,13801,0
277,13851,0
278,13901,0
279,13951,0
280,14000,0
