Frame Number,Time Stamp (ms),Buffer Index
0,-3,3
1,59,2
2,97,1
3,147,0
4,199,0
5,248,0
6,297,0
7,348,0
8,428,0
9,451,0
10,499,0
11,549,0
12,598,0
13,648,0
14,698,0
15,748,0
16,798,0
17,848,0
18,898,0
19,949,0
20,998,0
21,1049,0
22,1099,0
23,1150,0
24,1198,0
25,1249,0
26,1299,0
27,1348,0
28,1398,0
29,1448,0
30,1499,0
31,1548,0
32,1598,0
33,1648,0
34,1700,0
35,1750,0
36,1800,0
37,1850,0
38,1900,0
39,1950,0
40,1999,0
41,2049,0
42,2099,0
43,2151,0
44,2199,0
45,2249,0
46,2299,0
47,2350,0
48,2400,0
49,2449,0
50,2498,0
51,2550,0
52,2600,0
53,2649,0
54,2700,0
55,2750,0
56,2800,0
57,2850,0
58,2900,0
59,2950,0
60,3000,0
61,3049,0
62,3100,0
63,3150,0
64,3200,0
65,3250,0
66,3301,0
67,3350,0
68,3399,0
69,3451,0
70,3501,0
71,3550,0
72,3600,0
73,3650,0
74,3701,0
75,3750,0
76,3800,0
77,3851,0
78,3901,0
79,3950,0
80,4000,0
81,4050,0
82,4100,0
83,4149,0
84,4200,0
85,4250,0
86,4300,0
87,4350,0
88,4401,0
89,4452,0
90,4501,0
91,4551,0
92,4601,0
93,4652,0
94,4701,0
95,4751,0
96,4801,0
97,4852,0
98,4900,0
99,4951,0
100,5001,0
101,5051,0
102,5151,0
103,5201,0
104,5251,0
105,5300,0
106,5351,0
107,5400,0
108,5452,0
109,5502,0
110,5551,0
111,5602,0
112,5652,0
113,5702,0
114,5752,0
115,5802,0
116,5851,0
117,5902,0
118,5952,0
119,6002,0
120,6051,0
121,6102,0
122,6152,0
123,6201,0
124,6253,0
125,6301,0
126,6353,0
127,6401,0
128,6451,0
129,6502,0
130,6553,0
131,6602,0
132,6653,0
133,6702,0
134,6753,0
135,6802,0
136,6852,0
137,6903,0
138,6953,0
139,7002,0
140,7053,0
141,7102,0
142,7151,0
143,7201,0
144,7252,0
145,7302,0
146,7352,0
147,7402,0
148,7452,0
149,7503,0
150,7552,0
151,7603,0
